Temperature, 201601010000, 53.25, 66.75, 249.400000
Temperature, 201601010000, 53.25, 67.0, 249.200000
Temperature, 201601010000, 53.25, 67.25, 248.900000
Temperature, 201601010000, 53.25, 67.5, 247.300000
Temperature, 201601010000, 53.25, 67.75, 246.700000
Temperature, 201601010000, 53.25, 68.0, 246.000000
Temperature, 201601010000, 53.25, 68.25, 245.600000
Temperature, 201601010000, 53.25, 68.5, 244.800000
Temperature, 201601010000, 53.25, 68.75, 244.100000
Temperature, 201601010000, 53.25, 69.0, 243.900000
Temperature, 201601010000, 53.25, 69.25, 243.900000
Temperature, 201601010000, 53.25, 69.5, 243.500000
Temperature, 201601010000, 53.25, 69.75, 243.600000
Temperature, 201601010000, 53.25, 70.0, 243.800000
Temperature, 201601010000, 53.25, 70.25, 244.100000
Temperature, 201601010000, 53.25, 70.5, 244.500000
Temperature, 201601010000, 53.25, 70.75, 245.200000
Temperature, 201601010000, 53.25, 71.0, 248.700000
Temperature, 201601010000, 53.25, 71.25, 250.600000
Temperature, 201601010000, 53.25, 71.5, 250.100000
Temperature, 201601010000, 53.25, 71.75, 250.200000
Temperature, 201601010000, 53.25, 72.0, 250.200000
Temperature, 201601010000, 53.25, 72.25, 250.100000
Temperature, 201601010000, 53.25, 72.5, 250.100000
Temperature, 201601010000, 53.25, 72.75, 250.100000
Temperature, 201601010000, 53.25, 73.0, 249.900000
Temperature, 201601010000, 53.25, 73.25, 247.900000
Temperature, 201601010000, 53.25, 73.5, 246.300000
